Geneid	IWPHE1	IWPHE2	IWPHE3	57HED	60HED	67HED	57HER	60HER	67HER	57HPCD	60HPCD	67HPCD	57HPCR	60HPCR	67HPCR
CKS1B	522	423	391	291	379	251	299	346	324	276	409	439	448	445	554
MIR4258	1	1	3	8	7	5	4	7	5	4	1	11	16	7	4
FLAD1	2238	2063	1891	1612	1687	1308	1628	1828	1356	1539	2006	1682	2264	2335	1892
LENEP	1	0	0	0	0	0	0	2	1	0	0	1	0	1	0
ZBTB7B	16	18	22	9	9	9	12	4	11	43	53	35	73	70	50
DCST2	22	17	19	26	5	34	24	12	12	13	2	2	13	14	14
DCST1	13	15	17	2	8	2	9	4	6	3	3	1	5	3	0
RP11-307C12.11	37	30	31	6	22	22	11	22	13	11	10	6	20	10	6
ADAM15	715	625	598	205	204	205	172	252	152	25	83	81	80	74	64
EFNA4	351	312	245	223	229	204	291	260	255	116	151	153	160	193	186
RP11-540D14.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFNA3	60	73	68	46	58	63	63	79	75	12	20	13	21	19	19
EFNA1	4344	4128	3808	8088	9573	8082	10560	8212	10522	289	139	175	706	224	131
SLC50A1	2800	2499	2253	2213	2755	1993	2071	2961	2299	1683	2524	2260	2525	2510	2651
DPM3	466	393	387	216	265	199	221	230	202	123	277	373	292	271	421
HMGN2P18	3	0	0	1	1	0	1	0	3	1	0	1	0	0	0
KRTCAP2	301	267	255	117	175	122	123	145	136	152	209	213	222	194	258
RP11-201K10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM46	23	18	13	30	13	21	19	20	8	23	21	16	34	37	46
MUC1	3	4	7	13	6	3	9	10	11	93	71	128	131	130	109
AC234582.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC234582.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-263K19.4	9	9	5	5	9	5	10	16	14	0	0	5	3	8	3
MIR92B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THBS3	286	294	285	210	251	192	208	292	203	123	126	110	171	169	175
MTX1	564	522	401	389	442	319	368	391	320	319	554	439	482	516	478
RP11-263K19.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBAP1	43	29	44	32	36	39	32	49	31	21	24	25	27	33	29
MTX1P1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GBA	138	117	123	93	142	94	80	121	105	244	239	179	206	220	141
AL713999.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM189B	15	10	8	4	4	3	4	6	8	1	3	6	10	15	10
SCAMP3	559	534	516	513	475	405	489	532	454	369	436	374	516	569	426
CLK2	85	67	73	64	76	45	71	48	48	48	54	55	86	70	65
HCN3	5	2	1	1	2	1	0	0	2	0	0	2	2	1	0
PKLR	1	1	1	0	0	4	0	0	0	30	8	33	41	12	24
FDPS	6557	5881	5208	4801	7455	5186	4689	6509	5752	5295	6996	7870	7374	6524	8465
RUSC1-AS1	576	532	500	629	739	600	678	695	700	385	595	678	597	577	693
RUSC1	489	486	413	346	341	302	317	403	278	115	219	199	257	296	217
ASH1L	1652	1513	1366	1857	2226	1905	2338	2380	2394	2362	2304	1978	2774	2782	2154
MIR555	0	2	0	0	1	0	4	0	0	0	1	0	0	2	0
RNU6-106P	0	0	0	3	1	0	1	1	0	1	0	1	0	2	0
ASH1L-IT1	8	4	11	10	18	15	10	15	15	9	15	13	7	16	11
RNU6-1297P	1	1	1	0	0	0	2	1	1	0	1	3	3	0	0
POU5F1P4	11	11	9	10	7	6	3	10	8	6	13	13	14	9	4
ASH1L-AS1	39	25	21	24	19	12	27	17	27	13	48	35	37	42	45
RP11-29H23.7	7	6	2	2	5	2	9	7	10	4	6	10	4	3	9
DAP3P1	4	2	3	4	5	3	1	3	3	0	4	3	4	7	12
RP11-29H23.6	2	0	1	3	0	0	2	1	3	0	2	0	0	2	2
RP11-29H23.4	2	5	6	3	2	3	1	5	0	2	1	4	1	2	8
MSTO1	350	339	298	110	184	155	147	190	152	130	191	117	154	207	164
RP11-29H23.5	9	12	2	26	19	13	8	18	15	28	25	13	29	32	27
YY1AP1	665	555	509	288	338	363	311	354	279	514	554	457	622	660	590
DAP3	4644	4202	3930	3919	4202	3170	4020	4234	3896	3520	4187	3270	4660	4050	4115
RP11-243J18.2	3	0	0	3	0	0	1	0	0	1	0	0	1	2	4
MSTO2P	52	56	53	22	24	29	44	49	45	13	26	23	32	27	42
GON4L	1827	1621	1625	1419	1873	1419	1448	1713	1625	1185	1200	1263	1413	1391	1358
RP11-101O6.2	10	9	15	8	5	5	5	6	8	10	7	7	13	5	2
SYT11	557	477	428	411	566	362	390	451	390	655	658	831	919	797	908
RIT1	1429	1196	1238	1483	1877	1350	1527	1476	1431	2181	1765	1706	2621	1916	2271
KIAA0907	1910	1655	1540	1092	1445	1200	1356	1318	1377	832	1227	1075	1298	1454	1344
SNORA80E	7	9	8	5	3	9	5	7	5	3	5	2	5	6	8
SCARNA15	20	21	15	17	7	8	12	10	11	19	15	20	16	19	15
SCARNA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RXFP4	3	4	2	0	1	1	0	4	0	1	3	3	0	2	4
ARHGEF2	847	760	740	414	450	418	469	533	431	339	462	459	539	630	479
MIR6738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-336K24.12	38	22	23	13	15	21	10	14	13	28	60	52	47	48	57
RP11-336K24.5	0	0	0	0	0	1	2	0	0	0	0	0	1	4	0
SSR2	7209	6571	5995	7321	7958	5949	6725	6994	6276	5135	5935	5420	7143	5690	6879
UBQLN4	436	383	326	348	374	278	377	323	334	214	206	232	228	278	254
LAMTOR2	1762	1611	1468	1469	1574	1099	1349	1292	1160	1398	2369	2242	2348	2422	2947
RAB25	234	203	173	19	25	10	17	19	12	0	2	4	7	3	0
MEX3A	1337	1156	1031	901	1105	963	954	991	805	81	126	127	134	141	187
AL355388.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMNA	383	375	337	221	315	278	233	330	365	322	469	594	554	850	541
SEMA4A	24	21	22	37	24	37	30	35	26	212	289	176	210	308	217
SLC25A44	1402	1318	1197	739	1007	765	705	886	844	1207	1513	1269	1412	1579	1402
PMF1-BGLAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMF1	672	604	563	506	635	459	423	660	571	289	417	399	508	503	471
BGLAP	5	6	7	3	7	7	0	5	2	1	1	1	1	3	1
PAQR6	44	42	37	27	30	15	19	23	21	6	10	19	43	13	25
SMG5	917	807	755	362	468	372	436	522	452	213	326	302	415	509	365
TMEM79	63	54	44	27	25	45	40	39	25	21	27	35	49	58	40
GLMP	2167	1973	1822	1956	2357	1695	1729	2274	1992	1808	1533	1184	1828	1513	1371
VHLL	1	0	3	0	0	0	1	2	0	0	0	0	0	0	0
CCT3	15673	14134	13289	16649	17643	13908	17061	16293	15333	10652	15955	13245	16538	15259	16772
TSACC	52	45	29	33	44	50	53	35	67	40	88	65	62	55	65
RHBG	17	13	18	3	0	3	0	0	0	0	2	0	2	0	0
RP11-139I14.2	3	1	2	2	0	1	1	0	2	0	0	0	0	0	0
C1orf61	76	90	78	12	12	8	6	18	10	25	11	4	18	17	5
MIR9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-98G7.1	8	9	10	16	27	22	18	21	22	2	4	3	1	1	7
MEF2D	318	247	292	278	266	258	293	337	332	100	131	128	164	195	140
RP11-284F21.8	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0
IQGAP3	773	617	609	383	800	509	347	647	469	221	499	401	346	412	434
TTC24	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
AL365181.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOA1BP	2750	2547	2396	1547	1680	1363	1702	1801	1679	410	839	700	890	1075	874
GPATCH4	1106	946	901	1091	1098	844	1324	1167	1070	1022	1404	1223	1508	1348	1397
AL365181.2	15	8	5	4	6	5	13	6	8	3	4	2	5	0	6
RP11-284F21.11	2	2	1	1	1	1	1	2	1	0	0	0	0	1	0
HAPLN2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
RP11-284F21.9	2	0	0	1	0	0	0	0	1	16	5	6	18	12	15
BCAN	2	1	0	0	2	2	2	2	1	14	10	13	42	23	21
RP11-284F21.10	0	0	0	0	0	0	0	1	0	2	6	5	4	10	12
RP11-284F21.7	0	0	0	0	0	0	0	0	0	1	1	5	4	0	5
NES	370	328	328	220	246	170	194	267	179	25	7	14	33	24	15
RP11-66D17.3	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0
CRABP2	510	446	450	331	428	441	358	662	529	44	15	11	19	20	9
RP11-66D17.5	1	2	3	7	5	4	2	4	2	1	3	4	1	0	1
ISG20L2	946	933	798	824	859	710	889	817	890	1040	1160	925	1139	1163	1116
RRNAD1	199	164	171	223	132	165	214	173	140	310	305	273	346	409	308
MRPL24	1482	1330	1316	1583	1542	1168	1426	1246	1091	1195	1927	1659	1937	1790	2257
HDGF	861	784	726	787	847	660	801	745	818	597	921	823	976	1050	1035
PRCC	1162	1063	939	574	782	533	524	735	673	400	544	478	585	768	585
SH2D2A	47	54	51	10	14	9	10	16	6	49	37	74	124	102	86
NTRK1	31	37	39	2	4	14	6	24	17	64	24	76	108	67	102
INSRR	3	1	2	0	0	0	0	1	0	1	0	1	3	8	2
PEAR1	580	475	447	219	251	216	204	263	220	119	153	178	290	288	234
LRRC71	13	14	10	9	27	10	17	16	17	5	9	10	10	12	4
ARHGEF11	212	204	186	123	164	131	146	165	119	57	72	68	64	60	46
MIR765	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
RN7SL612P	4	6	5	1	0	1	1	2	3	2	1	5	3	0	2
RP11-110J1.2	21	7	6	8	11	6	6	9	10	3	5	5	5	6	4
KRT8P45	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
ETV3L	0	0	0	0	0	0	0	2	0	1	1	3	1	8	1
ETV3	1451	1248	1230	2296	2419	2996	3129	1634	2747	1137	624	647	836	782	967
CYCSP52	4	8	4	15	14	16	26	12	26	0	0	3	8	2	2
RP11-71G12.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RP11-85G21.1	0	0	0	0	0	0	4	2	0	0	0	1	1	1	1
RP11-85G21.3	53	46	37	23	25	12	17	27	5	61	67	84	102	65	94
RP11-85G21.2	0	3	1	0	0	1	0	0	0	5	0	3	6	1	4
FCRL5	1	1	0	0	0	0	0	0	0	13	0	10	6	11	12
FCRL4	0	0	0	0	0	0	0	0	0	0	11	3	0	25	5
RP4-801G22.2	0	0	0	0	0	0	0	0	0	0	2	0	1	4	3
RP4-801G22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
FCRL3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	3
RP11-367J7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-367J7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VDAC1P9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FCRL2	1	1	0	3	0	0	0	0	1	4	9	7	8	4	3
FCRL1	0	0	0	0	0	0	0	0	0	13	0	5	9	2	2
CD5L	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MRPS21P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-451O13.1	0	0	0	0	3	4	0	1	1	0	0	4	0	1	0
KIRREL	1918	1774	1637	840	1201	994	750	1317	1040	109	37	52	113	92	50
KIRREL-IT1	32	22	9	9	15	4	10	4	5	2	2	2	0	2	1
RP11-404O13.1	3	6	3	18	12	13	13	14	15	0	0	0	0	1	0
ELL2P1	0	1	0	0	0	0	0	0	1	1	2	0	2	0	0
CD1D	84	61	84	196	224	167	256	216	239	180	511	118	96	216	74
RP11-404O13.4	3	2	5	4	6	1	2	2	2	4	26	13	1	28	12
RP11-404O13.5	12	8	5	17	19	16	18	5	27	47	238	40	51	112	44
CD1A	0	0	0	2	0	0	1	3	4	48	415	153	153	613	313
HMGN1P5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CD1C	0	0	0	1	6	2	4	7	0	366	1476	306	406	989	420
CD1B	0	0	0	2	0	0	1	0	0	72	287	42	58	148	67
CD1E	0	0	0	5	4	5	7	6	6	291	2007	510	349	1636	657
OR10T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10K2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OR10T1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EI24P2	16	4	8	2	6	2	2	7	2	2	1	2	4	3	3
OR10K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-144L1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10R3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10R1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-144L1.8	6	6	1	1	0	3	2	4	1	1	3	2	1	0	6
OR6Y1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10X1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10Z1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTA1	20	14	12	14	28	34	38	32	26	590	298	622	955	367	767
OR6K1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6K3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OR6K4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR6K5P	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OR6K6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6N1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OR6N2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2AQ1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10AA1P	0	0	0	0	0	0	0	1	0	3	1	0	0	0	3
MNDA	1	0	0	8	11	2	9	7	8	2635	3934	1837	3523	2372	1571
RP11-393K10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	3	2	1	0	1	0	0	1	1	8	4	5	2	4	5
IFI16	12238	10783	10074	9129	15655	10727	8502	12983	10939	2066	4422	1955	3069	3667	2807
AL359753.1	1	1	1	2	0	0	0	1	0	1	0	0	0	0	0
AIM2	219	216	170	172	276	167	133	240	194	23	10	18	34	28	30
RAD1P2	11	4	1	3	19	13	10	9	4	0	2	5	0	1	2
CADM3	19	17	13	9	19	7	7	25	4	2	1	1	1	2	0
RNA5SP60	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM3-AS1	3	3	1	6	4	3	2	2	2	32	30	38	23	37	40
ACKR1	200	175	146	169	190	133	210	219	159	86	71	166	199	115	233
MPTX1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10J2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCER1A	0	1	0	0	1	2	0	0	0	138	136	195	336	217	278
OR10J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-550P17.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10J7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10J8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10J9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10J4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR10J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-180D21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10J5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-740C1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10AE1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10J6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-419N10.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-419N10.5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUSP23	364	313	280	90	173	127	181	185	146	75	140	160	133	154	161
FCRL6	0	0	0	1	0	0	4	0	3	2	2	1	3	4	3
SLAMF8	0	0	0	1	1	1	1	6	0	352	467	149	209	476	173
C1orf204	7	2	3	1	0	0	5	0	0	6	9	2	4	10	4
SNORD64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSIG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-190A12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-190A12.8	0	0	0	2	0	0	0	2	0	3	0	2	1	3	3
CFAP45	58	41	60	20	24	23	29	21	38	142	159	150	185	133	210
MIR4259	0	3	0	0	0	1	1	1	4	0	1	2	2	0	3
RP11-190A12.9	5	2	2	3	5	7	5	11	10	12	7	5	13	4	9
TAGLN2	7260	6410	6228	11072	7282	7338	10773	7094	7971	15826	22016	24103	25482	20627	32076
IGSF9	18	24	24	16	16	16	31	30	29	3	3	2	2	7	9
SLAMF9	6	5	1	1	0	1	0	2	2	1	10	12	22	17	12
LINC01133	5	0	1	1	0	0	0	0	0	13	3	4	6	0	1
RP11-48O20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-226L15.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-226L15.5	49	44	34	67	56	34	90	55	63	53	57	80	72	87	79
PIGM	989	919	861	812	894	724	942	834	766	744	1096	873	1099	1102	1169
KCNJ10	2	4	0	0	0	0	0	0	0	2	0	0	1	1	1
RP11-536C5.2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
KCNJ9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IGSF8	47	54	39	17	16	11	17	18	37	10	15	20	20	42	35
ATP1A2	7	6	8	1	6	1	0	1	1	2	9	12	0	6	11
ATP1A4	11	7	2	2	6	7	0	2	3	73	29	78	103	69	82
CASQ1	6	2	5	1	2	2	4	8	5	17	10	23	40	15	16
RP11-536C5.7	6	8	6	3	4	6	1	5	10	3	4	0	2	5	1
PEA15	5080	4522	4088	2327	3138	2559	1792	2323	2076	546	1530	1052	1210	1183	1719
AL121987.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF8	2597	2262	2197	1467	2040	1771	1688	1954	1963	1655	1699	1674	1941	2366	2042
RP11-574F21.3	5	3	4	4	1	2	3	4	5	3	2	2	5	3	5
RP11-574F21.2	39	34	29	39	45	18	36	41	42	36	43	23	35	55	42
RP11-179G5.1	12	16	8	13	25	11	12	21	16	11	8	3	4	9	11
PEX19	2576	2315	2237	2062	2450	1857	2054	2189	2129	1544	1759	1317	2005	1816	1615
COPA	13197	11818	11256	4901	7769	6132	4557	6569	6597	7974	7774	7426	7690	8219	7928
SUMO1P3	15	12	16	12	24	8	14	16	25	27	20	26	23	31	17
NCSTN	5669	4997	4698	4598	5728	4473	4604	5256	5298	5803	5987	4828	6380	6326	5629
NHLH1	14	8	4	8	23	12	15	10	14	8	19	14	13	13	18
RNU4-42P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VANGL2	436	390	371	111	74	79	85	87	69	147	119	199	164	248	283
SLAMF6	2	2	0	2	7	2	3	3	1	647	361	453	613	395	410
RP11-528G1.2	2	0	0	0	0	0	0	1	0	9	3	12	13	15	9
CD84	12	9	2	42	30	26	31	31	37	12006	7879	9212	10139	9914	9823
SLAMF1	0	1	0	8	1	1	4	5	1	855	241	323	765	252	312
SETP9	0	0	0	0	0	0	0	0	0	3	0	0	1	4	1
RP11-404F10.2	1	0	1	0	1	2	0	0	0	10	4	6	15	16	9
CD48	2	2	4	23	5	6	7	6	10	1313	1417	1053	1639	1284	1257
SLAMF7	23	10	20	0	3	4	1	3	2	88	338	180	148	271	278
RP11-404F10.6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-404F10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY9	0	5	0	3	2	0	0	0	4	11	12	8	9	6	17
CD244	57	57	61	88	44	48	42	80	40	920	495	611	823	772	714
RP11-312J18.3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ITLN1	17	32	27	6	6	7	5	5	11	2	5	4	8	8	5
RP11-312J18.5	13	15	14	32	18	15	20	7	11	4	10	5	13	2	11
RP11-312J18.6	1	2	1	0	0	1	2	1	0	0	0	0	3	0	2
RP11-544M22.1	22	16	13	8	9	10	0	10	4	1	0	5	5	2	5
RP11-312J18.7	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2
ITLN2	272	236	217	73	118	105	66	147	117	10	8	14	38	26	38
F11R	5414	4784	4169	3537	4723	3879	2598	2989	2839	1218	1524	1426	1711	1482	2057
RP11-544M22.13	0	3	5	3	1	3	2	5	1	4	1	4	10	7	4
RP11-544M22.3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
TSTD1	360	304	267	284	287	278	264	230	301	237	164	200	449	221	322
USF1	305	297	264	244	287	231	211	227	232	142	395	318	184	359	418
ARHGAP30	21	20	21	28	17	20	21	24	21	732	623	583	892	875	681
AL591806.1	0	0	0	0	0	0	0	0	0	1	6	6	5	3	8
PVRL4	5	6	10	6	4	5	13	5	2	19	31	18	9	30	23
RP11-544M22.8	1	1	0	0	0	2	0	0	0	2	2	0	0	4	0
KLHDC9	13	13	11	7	5	17	17	4	5	2	2	0	10	7	2
PFDN2	1353	1135	1108	802	764	638	859	710	756	353	646	644	743	738	854
NIT1	1027	961	845	846	957	743	703	918	786	824	1116	833	1070	1161	1033
DEDD	1630	1426	1355	1433	1689	1271	1275	1469	1431	1312	1639	1599	1924	1820	1942
ACA64	1	5	4	2	3	2	1	0	1	0	0	2	2	2	4
UFC1	3292	2899	2659	3290	3465	2597	3384	3319	3037	2197	2662	2539	3163	2877	3166
RP11-297K8.2	0	0	1	1	1	1	0	0	0	0	2	0	1	1	1
USP21	358	336	316	205	226	196	223	256	205	198	268	264	316	432	358
PPOX	1009	863	786	644	803	670	640	831	629	680	649	620	901	784	769
B4GALT3	2519	2284	2086	2593	2955	2204	2601	2799	2363	1962	1908	1708	2088	2193	2264
ADAMTS4	172	156	140	83	178	125	85	150	106	2	2	4	6	4	8
NDUFS2	8306	7462	6873	5135	6369	4561	5022	6092	5220	5932	7123	5516	6898	7153	6726
FCER1G	891	759	710	510	509	428	394	514	385	6919	6963	6693	9736	7031	7704
APOA2	18745	16418	14912	114	13	2	64	6	16	25	9	10	13	5	4
TOMM40L	324	287	263	257	275	228	174	262	205	231	531	419	481	419	455
MIR5187	1	1	1	0	0	0	0	0	1	0	2	2	2	0	1
NR1I3	77	64	64	5	5	3	8	3	1	7	5	1	7	9	11
PCP4L1	21	22	12	2	1	1	0	3	3	1	6	3	3	4	3
MPZ	5	5	7	3	7	3	10	4	6	8	18	18	6	17	15
SDHC	2012	1752	1755	1659	1936	1385	1967	2058	1835	1976	2184	1702	2454	2406	2128
CFAP126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRM2P2	3	0	1	5	1	2	3	2	6	1	0	0	4	1	4
RNU6-481P	0	3	0	0	0	0	0	1	0	0	3	2	0	1	1
RP11-122G18.7	4	3	3	0	0	1	0	0	2	0	0	0	1	3	0
RP11-122G18.9	2	0	3	4	4	1	7	1	1	4	6	3	0	1	1
FCGR2A	10	5	9	133	64	67	97	51	70	6131	5529	3939	5313	5100	4266
RP11-25K21.6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
HSPA6	1	2	2	2	1	3	1	15	2	23	25	24	26	26	11
RPS23P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGR3A	0	1	0	2	5	5	5	3	7	1821	2131	615	969	1241	544
RP11-5K23.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FCGR2B	37	27	22	2128	761	1188	1449	553	829	3828	2423	1586	2618	2018	1552
FCGR2C	8	5	2	327	152	189	236	91	132	502	380	355	437	335	273
HSPA7	2	5	2	150	33	61	99	37	43	179	104	82	156	169	71
RPS23P9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGR3B	0	0	0	0	0	0	3	0	2	237	143	223	398	118	219
RP11-25K21.1	0	0	0	0	0	1	0	0	0	1	3	0	3	0	2
RPL31P11	4	0	1	18	2	6	8	7	2	13	6	7	26	8	7
FCRLA	1	0	0	0	0	0	2	2	1	6	5	9	13	4	8
FCRLB	6	7	6	7	15	24	11	10	7	8	10	12	15	17	16
RN7SL466P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP12	934	869	810	784	828	762	757	823	787	372	776	592	830	780	709
RP11-474I16.8	6	6	2	18	21	7	5	8	14	5	5	6	12	2	7
ATF6	3986	3429	3326	3331	4705	3568	3996	4463	4316	3322	3537	2919	4098	3516	3369
RP11-456P18.2	5	5	6	12	5	12	9	6	9	3	6	3	12	6	3
OLFML2B	31	29	32	30	112	55	16	100	48	219	341	143	212	439	102
RP11-227F8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOS1AP	110	100	87	57	117	98	44	117	77	9	16	4	6	17	3
MIR4654	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
RP11-565P22.2	3	1	1	0	1	0	0	2	0	0	0	0	0	1	0
RNA5SP61	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR556	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0
RP11-565P22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf226	219	201	186	87	213	138	142	282	181	11	9	8	13	9	19
C1orf111	3	1	2	0	12	5	3	8	14	0	1	0	0	1	0
SH2D1B	0	1	0	2	0	0	1	3	1	4	6	7	15	19	13
SLAMF6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UHMK1	536	462	434	253	251	267	350	327	317	719	724	566	855	1005	687
UQCRBP2	1	1	2	0	1	2	0	4	2	0	1	0	0	1	1
RP11-359K18.3	0	0	2	0	9	2	0	2	1	0	0	0	3	1	4
UAP1	373	316	327	237	351	250	265	272	240	343	408	338	375	347	353
RP11-359K18.4	11	7	6	10	8	9	9	9	9	4	1	2	2	0	1
DDR2	151	154	130	206	158	130	107	117	84	106	24	21	9	4	17
RN7SL861P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B7	762	736	674	599	933	668	658	761	731	500	936	877	745	879	1048
C1orf110	1	0	1	2	0	2	0	0	1	0	1	0	0	0	1
RP11-331H2.4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RP11-331H2.3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
RGS4	102	101	84	194	318	155	101	176	104	8	8	3	3	4	0
RGS5	11683	10404	9876	7633	15741	10656	5221	12739	10029	443	331	351	1125	526	447
RP11-267N12.1	2	11	3	0	4	2	2	3	3	0	2	3	0	0	1
RP11-267N12.2	0	0	0	0	1	0	0	1	0	2	1	0	2	1	0
RP11-77M5.1	5	2	3	1	2	3	2	3	3	0	6	1	1	4	1
NUF2	682	656	552	717	957	651	616	813	732	815	1365	900	1386	1132	1207
RP11-408E1.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
