gene	inverseRank
HEBP1	-0.17
PRMT5	-0.17
PKM	-0.17
BEST1	-0.17
MRPL11	-0.17
KCNMB2	-0.17
SCLY	-0.17
TRIM61	-0.17
MDM4	-0.17
AAK1	-0.17
IL1R2	-0.17
PURA	-0.17
ZSCAN25	-0.17
TMEM50B	-0.17
FSTL1	-0.17
DZIP3	-0.17
AFF2	-0.17
VAX1	-0.17
MCUR1	-0.17
SHF	-0.17
CEP78	-0.17
RGS13	-0.17
EEF1B2	-0.17
ALG10	-0.17
FOCAD	-0.17
C1R	-0.17
PITPNM2	-0.17
GPBP1L1	-0.17
RNF121	-0.17
PAQR5	-0.17
LHX8	-0.17
VEGFA	-0.17
C3orf18	-0.17
SLC45A3	-0.17
HSPA2	-0.17
RPL7	-0.17
ALG9	-0.17
C5AR2	-0.17
TMEM126A	-0.17
TACO1	-0.17
ERICH6B	-0.17
OSBPL11	-0.17
CPB2	-0.17
PI15	-0.17
TLR5	-0.17
PGGT1B	-0.17
LST1	-0.17
MFAP2	-0.17
WDR25	-0.17
UTP14C	-0.17
CNIH2	-0.17
DEK	-0.17
HOXC11	-0.17
PXYLP1	-0.17
IKBIP	-0.17
RPRM	-0.17
FKTN	-0.17
TRIM34	-0.17
ZNF583	-0.17
TMEM183A	-0.17
GLUD1	-0.17
TPH1	-0.17
DBP	-0.17
DPF3	-0.17
SPRY1	-0.17
SHPK	-0.17
ELAC1	-0.17
SDF4	-0.17
FAM193B	-0.17
HOXA9	-0.17
SAE1	-0.17
RPL10L	-0.17
TRIM45	-0.17
SLU7	-0.17
ACAT1	-0.17
STOX2	-0.17
PSMG1	-0.17
ZNF24	-0.17
NUDT10	-0.17
DDB2	-0.17
CD28	-0.17
TTF1	-0.17
CPTP	-0.17
PGAP3	-0.17
CER1	-0.17
NONO	-0.17
C17orf50	-0.17
NIPAL3	-0.17
TRIO	-0.17
PAQR4	-0.16
PF4	-0.16
OVOL2	-0.16
S100PBP	-0.16
MOB2	-0.16
DNAH6	-0.16
ALDOA	-0.16
GALC	-0.16
MYO5A	-0.16
CDRT15	-0.16
FAXC	-0.16
AC010522.1	-0.16
IL6	-0.16
RDM1	-0.16
CD58	-0.16
GRHL2	-0.16
FAM50A	-0.16
TRAPPC6B	-0.16
LINC00672	-0.16
DLEC1	-0.16
IL4R	-0.16
CRYBB1	-0.16
DIO2	-0.16
CLDN18	-0.16
PLCL1	-0.16
C22orf39	-0.16
FBXW12	-0.16
TRMT12	-0.16
ZNF273	-0.16
MAL2	-0.16
OR10A5	-0.16
PROS1	-0.16
TMED5	-0.16
ACADS	-0.16
PNKD	-0.16
EPB41L4A	-0.16
SCHIP1	-0.16
DNASE1L2	-0.16
SMIM22	-0.16
ALB	-0.16
CSMD3	-0.16
KBTBD3	-0.16
KLF1	-0.16
CCDC3	-0.16
FBF1	-0.16
RMI1	-0.16
EPB41L3	-0.16
CCDC174	-0.16
PXDC1	-0.16
SDR39U1	-0.16
MMP19	-0.16
IFI27	-0.16
GINS3	-0.16
FAM221B	-0.16
YIPF4	-0.16
OTX2	-0.16
TTC39A	-0.16
ADAM17	-0.16
MYLK	-0.16
LRP5	-0.16
ARAF	-0.16
CCDC24	-0.16
ESR1	-0.16
ANKRD7	-0.16
SPCS3	-0.16
MRPL15	-0.16
PPARA	-0.16
RAD51	-0.16
BPI	-0.16
MRPL38	-0.16
RAD9B	-0.16
PLAGL1	-0.16
SCNN1G	-0.16
BIVM	-0.16
MRPS35	-0.16
GMCL1	-0.16
CHCHD5	-0.16
MTG2	-0.16
TPRG1	-0.16
APOL4	-0.16
NCKAP1	-0.16
BPHL	-0.16
TPCN1	-0.16
NUFIP1	-0.16
RTKN2	-0.16
RP1	-0.16
NDUFAF3	-0.16
RNF13	-0.16
SLAMF6	-0.16
FMO4	-0.16
OR2B11	-0.16
PKLR	-0.16
PITPNM1	-0.16
CERK	-0.16
API5	-0.16
DOCK8	-0.16
WFDC1	-0.16
DCST2	-0.16
KLHDC3	-0.16
COPS3	-0.16
ANKRD53	-0.16
HAGHL	-0.16
CCNF	-0.16
CALCA	-0.16
C21orf91	-0.16
MAGEE1	-0.16
ZNF23	-0.16
TPM4	-0.16
ZMAT4	-0.16
CLU	-0.16
RBM17	-0.15
MEST	-0.15
LHCGR	-0.15
ANXA13	-0.15
CASP5	-0.15
CEACAM20	-0.15
ETNPPL	-0.15
FFAR4	-0.15
NPHS2	-0.15
PKDREJ	-0.15
ZNF99	-0.15
ALDOB	-0.15
HSD17B3	-0.15
ACSM2A	-0.15
PCED1B	-0.15
CLDN6	-0.15
ROPN1L	-0.15
EIF4E	-0.15
ORC6	-0.15
S100A2	-0.15
CD72	-0.15
UBA6	-0.15
CLK4	-0.15
KCNE2	-0.15
DENND6A	-0.15
SYS1	-0.15
SPG11	-0.15
LRRIQ3	-0.15
STXBP6	-0.15
PITRM1	-0.15
SLC35D2	-0.15
RABGGTA	-0.15
RPS29	-0.15
MAP1LC3B2	-0.15
GBGT1	-0.15
MXRA7	-0.15
CXADR	-0.15
RRP36	-0.15
PMS2	-0.15
MTF2	-0.15
FRMPD1	-0.15
HTRA3	-0.15
MTMR7	-0.15
CIB3	-0.15
RPS18	-0.15
HMGXB4	-0.15
TSPAN10	-0.15
FTMT	-0.15
GJD2	-0.15
GMNC	-0.15
POU4F2	-0.15
TDRD15	-0.15
PXMP2	-0.15
GNPDA1	-0.15
MRPS36	-0.15
GTF2IRD1	-0.15
CRIP1	-0.15
PCK1	-0.15
MANSC1	-0.15
OR52H1	-0.15
SUSD5	-0.15
MIS12	-0.15
CDCP1	-0.15
SURF1	-0.15
SMCO1	-0.15
LTN1	-0.15
ENTPD7	-0.15
PABPC5	-0.15
TFRC	-0.15
FBXW8	-0.15
KANK1	-0.15
GTPBP10	-0.15
TMCO3	-0.15
ITIH3	-0.15
ATP6V0C	-0.15
FAHD2A	-0.15
NBR1	-0.15
SUSD2	-0.15
SEC23IP	-0.15
FOXH1	-0.15
SPRED3	-0.15
RPN2	-0.15
RBPMS2	-0.15
ARHGEF5	-0.15
PON1	-0.15
PPIG	-0.15
UNC45B	-0.15
DDX53	-0.15
DNER	-0.15
ELF5	-0.15
EVX2	-0.15
SNTG2	-0.15
PPARGC1B	-0.15
MGAT4C	-0.15
LBHD1	-0.15
IBSP	-0.15
RFPL3	-0.15
METTL11B	-0.15
MOB3C	-0.15
UGT3A2	-0.15
CFAP70	-0.15
SLC22A25	-0.15
R3HCC1L	-0.15
IPO13	-0.15
SNRPG	-0.15
GOLGA5	-0.15
GPANK1	-0.15
MRPS15	-0.15
CSTF2	-0.15
CDC26	-0.15
BTRC	-0.15
SATB1	-0.15
HPS3	-0.15
ADAM8	-0.15
PATL2	-0.15
ATP9A	-0.15
NSDHL	-0.15
SLC27A6	-0.15
FAM200A	-0.15
TADA2A	-0.15
GNS	-0.15
TRMT10B	-0.15
BRINP2	-0.15
DENND2C	-0.15
ZFPM1	-0.15
COG7	-0.15
IGFBP2	-0.15
MPP3	-0.15
MRPS31	-0.15
PSPN	-0.15
GNAI2	-0.15
NR1I3	-0.15
PIGP	-0.15
B4GALNT4	-0.15
TMEM86A	-0.15
AKR1C4	-0.15
IDS	-0.15
DNAJC21	-0.15
HIP1R	-0.15
EIF1B	-0.15
NPM3	-0.15
SPNS1	-0.14
SLC12A5	-0.14
GGT7	-0.14
FGFR3	-0.14
POC1A	-0.14
NR4A2	-0.14
TBCEL	-0.14
ZNF184	-0.14
CNRIP1	-0.14
ADGRE5	-0.14
GRIP2	-0.14
TMCO6	-0.14
ANXA8L1	-0.14
SPATA24	-0.14
MMP13	-0.14
RHOD	-0.14
TTC21B	-0.14
NDRG3	-0.14
ZNF649	-0.14
PRPF4B	-0.14
THOC2	-0.14
SLC16A14	-0.14
TARS2	-0.14
ERP27	-0.14
GABRB2	-0.14
SOBP	-0.14
RP1L1	-0.14
CWC27	-0.14
EIF2AK1	-0.14
CD48	-0.14
ZNF843	-0.14
IFNLR1	-0.14
GPRC5C	-0.14
PDYN	-0.14
ATP6V1G1	-0.14
AHSP	-0.14
DNAJB7	-0.14
RCN2	-0.14
NXPH3	-0.14
GNAQ	-0.14
CSAG2	-0.14
ADGRG6	-0.14
NT5C2	-0.14
NUDT16	-0.14
SLC31A1	-0.14
CNTNAP3B	-0.14
LRRN4CL	-0.14
TRIM50	-0.14
ADRB3	-0.14
IL18R1	-0.14
ALDH3A1	-0.14
CTNND2	-0.14
SERTAD4	-0.14
RGS20	-0.14
WDR3	-0.14
DNAJC18	-0.14
MRPL41	-0.14
ANKRD45	-0.14
KLRB1	-0.14
LAMTOR1	-0.14
SH3BP4	-0.14
BDH1	-0.14
TNFSF9	-0.14
C9orf153	-0.14
RAB10	-0.14
UNC13A	-0.14
CACNB3	-0.14
PUS7L	-0.14
FEN1	-0.14
SNRPA1	-0.14
TFAP2B	-0.14
PCDHA7	-0.14
OSBPL9	-0.14
FBXW2	-0.14
EI24	-0.14
CDC25B	-0.14
RAD54L2	-0.14
C12orf40	-0.14
ADORA3	-0.14
SHBG	-0.14
LCA5	-0.14
ENOSF1	-0.14
ZSWIM7	-0.14
IZUMO4	-0.14
MTCH2	-0.14
GPR151	-0.14
OAF	-0.14
SCO1	-0.14
SNX20	-0.14
DNAJC28	-0.14
SYN3	-0.14
HBEGF	-0.14
AHSG	-0.14
SMC6	-0.14
CHD2	-0.14
PAQR6	-0.14
OR51Q1	-0.14
MEDAG	-0.14
GAS2L1	-0.14
SHC2	-0.14
TRAK2	-0.14
TRAM1L1	-0.14
NPIPB7	-0.14
HAP1	-0.14
SLC25A20	-0.14
PINK1	-0.14
PLEKHM1	-0.14
TCF21	-0.14
KIAA0513	-0.14
TCN1	-0.14
NDUFAF2	-0.14
RTN4IP1	-0.14
CEP41	-0.14
NTPCR	-0.14
MRPL46	-0.14
GCFC2	-0.14
RPGRIP1L	-0.14
CNEP1R1	-0.14
SIT1	-0.14
ACP2	-0.14
CPA4	-0.14
APOA4	-0.14
PDE6D	-0.14
DTNA	-0.14
SGSM3	-0.14
GTF2E2	-0.14
TMEM139	-0.14
ZNF7	-0.14
MKKS	-0.14
EXTL2	-0.14
COMMD5	-0.14
RC3H1	-0.14
UGT2B7	-0.14
BRINP1	-0.14
PBDC1	-0.14
RASGRP2	-0.14
CC2D1B	-0.14
BTBD6	-0.14
KAT2B	-0.14
PRDM9	-0.14
C6orf89	-0.14
SSH2	-0.14
GOLGA2	-0.14
ANP32D	-0.13
ZNF30	-0.13
LRRC45	-0.13
TBC1D2B	-0.13
MPPE1	-0.13
HMBS	-0.13
RNF122	-0.13
COX6A1	-0.13
RSPO4	-0.13
EXOC6	-0.13
TECRL	-0.13
TMEM185A	-0.13
HSPB7	-0.13
RPH3A	-0.13
KIAA2012	-0.13
TM4SF20	-0.13
ZIK1	-0.13
SLC13A5	-0.13
DNAL1	-0.13
NDUFS2	-0.13
OR6A2	-0.13
LIPT2	-0.13
EMILIN2	-0.13
ZADH2	-0.13
TMEM184B	-0.13
ZNF354A	-0.13
POPDC2	-0.13
USPL1	-0.13
ELMO3	-0.13
FAU	-0.13
FAM43A	-0.13
IL26	-0.13
RANBP2	-0.13
TMEM63C	-0.13
CNBD2	-0.13
STOML1	-0.13
NHSL1	-0.13
PLRG1	-0.13
CACNG3	-0.13
C4orf50	-0.13
DEFA5	-0.13
FAM156B	-0.13
IFNA17	-0.13
INSM2	-0.13
LELP1	-0.13
MAGEB4	-0.13
PMP2	-0.13
PRDM7	-0.13
SLC25A47	-0.13
TCP11X2	-0.13
ZNF705A	-0.13
SPRED2	-0.13
NMT2	-0.13
TMF1	-0.13
RABL3	-0.13
SLBP	-0.13
SLC35A1	-0.13
C16orf71	-0.13
ZCCHC10	-0.13
ZNF397	-0.13
RAD21L1	-0.13
AADAC	-0.13
CCL26	-0.13
CPLX1	-0.13
CST11	-0.13
ENAM	-0.13
FFAR1	-0.13
GPR20	-0.13
GUCY2F	-0.13
HS3ST2	-0.13
KLF14	-0.13
LHB	-0.13
LRRC53	-0.13
OR5C1	-0.13
PAGE1	-0.13
SCT	-0.13
SIGLEC1	-0.13
SMIM2	-0.13
SOX21	-0.13
NIN	-0.13
ZDHHC23	-0.13
ZNF598	-0.13
TBC1D13	-0.13
GPN3	-0.13
ADRA1D	-0.13
RPL15	-0.13
EIF2D	-0.13
MSRB2	-0.13
CSGALNACT1	-0.13
AP4B1	-0.13
ITPR1	-0.13
MRAP2	-0.13
COL9A3	-0.13
DNAI2	-0.13
ERICH3	-0.13
ERMN	-0.13
FGFBP1	-0.13
ITGAD	-0.13
KLC3	-0.13
LEP	-0.13
LMX1B	-0.13
MMP8	-0.13
MSLN	-0.13
OTOP1	-0.13
OXCT2	-0.13
POU2AF1	-0.13
PPP1R27	-0.13
REM1	-0.13
SLITRK3	-0.13
SPHKAP	-0.13
TRIM29	-0.13
UBE2U	-0.13
ZNF365	-0.13
ZNF385B	-0.13
SMN1	-0.13
ARNTL2	-0.13
NSF	-0.13
HGD	-0.13
WDR24	-0.13
TMEM178A	-0.13
PPEF1	-0.13
ZNF343	-0.13
LCT	-0.13
PTPN9	-0.13
COL6A5	-0.13
COL24A1	-0.13
CASC3	-0.13
CLEC2L	-0.13
SLFN13	-0.13
CIRBP	-0.13
TLX1	-0.13
CCDC96	-0.13
SH3KBP1	-0.13
TEP1	-0.13
UBOX5	-0.13
ITGB5	-0.13
POLR1D	-0.13
CCDC138	-0.13
CYP11A1	-0.13
NPM1	-0.13
MZT1	-0.13
MAB21L2	-0.13
TMEM71	-0.13
COPRS	-0.13
EIF2B2	-0.13
EPX	-0.13
RAB4A	-0.13
EDAR	-0.13
PKMYT1	-0.13
CCDC28B	-0.13
ARHGAP39	-0.13
OS9	-0.13
JAG2	-0.13
MYOT	-0.13
GATB	-0.13
RBMS2	-0.13
ZNF600	-0.13
ERCC1	-0.13
C1QC	-0.13
PBRM1	-0.13
PZP	-0.13
FXYD3	-0.13
AMZ1	-0.13
KLHDC9	-0.13
LEMD2	-0.13
BLVRB	-0.13
ERLIN1	-0.13
ZNF491	-0.13
BTBD7	-0.13
WDR45	-0.13
FDX1	-0.13
PRDM14	-0.13
CDKN2D	-0.13
CLC	-0.13
CDK2	-0.13
CPA6	-0.13
ATM	-0.13
UXT	-0.13
PIWIL4	-0.13
PUS3	-0.13
KIFAP3	-0.13
ALDH8A1	-0.13
CACNA2D2	-0.13
HAUS5	-0.13
CNTLN	-0.13
CD300LF	-0.13
CCL28	-0.13
ZNF684	-0.13
BSN	-0.13
ZNF37A	-0.13
ZNF415	-0.13
EFEMP2	-0.13
YIPF3	-0.13
TAF4	-0.13
TMSB4Y	-0.12
PCDHA10	-0.12
RINT1	-0.12
TMEM116	-0.12
ARFGAP2	-0.12
MTIF2	-0.12
ELP2	-0.12
PLA2G4C	-0.12
SYNPO2L	-0.12
RNF181	-0.12
MACC1	-0.12
OR51B4	-0.12
EEF2KMT	-0.12
TTC32	-0.12
MIA3	-0.12
SOX17	-0.12
RUSC1	-0.12
ATF2	-0.12
ANKDD1B	-0.12
PRSS36	-0.12
HECW2	-0.12
KCNIP1	-0.12
TRIM47	-0.12
FLRT3	-0.12
CPSF1	-0.12
FBXO24	-0.12
MS4A15	-0.12
TBC1D32	-0.12
CNGA1	-0.12
PPP1R42	-0.12
MCM10	-0.12
MROH9	-0.12
USP1	-0.12
ARPP19	-0.12
ARMC12	-0.12
ALKBH5	-0.12
CNNM2	-0.12
HIGD2A	-0.12
ETFDH	-0.12
DGKA	-0.12
OR8B12	-0.12
CCDC47	-0.12
RAP1B	-0.12
FAM71F2	-0.12
CITED1	-0.12
MCEE	-0.12
HMGN4	-0.12
RBM42	-0.12
ZNF839	-0.12
KIAA1614	-0.12
SULT2B1	-0.12
FUZ	-0.12
NSUN7	-0.12
ZNF69	-0.12
ZC3H3	-0.12
ZDHHC2	-0.12
IGSF9B	-0.12
TCAP	-0.12
DNAJC22	-0.12
IQCF1	-0.12
ANKRD34B	-0.12
OSER1	-0.12
AGAP9	-0.12
COPG1	-0.12
NOD1	-0.12
ADGRV1	-0.12
CCNE1	-0.12
MKNK1	-0.12
AGBL3	-0.12
VAPB	-0.12
MIER1	-0.12
GPR132	-0.12
CUEDC2	-0.12
IRGQ	-0.12
DPP6	-0.12
MMP28	-0.12
RLN1	-0.12
FOXP3	-0.12
ELOVL4	-0.12
UPK1A	-0.12
DKK2	-0.12
BTBD10	-0.12
MSX1	-0.12
IGSF6	-0.12
SYF2	-0.12
KIRREL2	-0.12
SLC30A6	-0.12
CORO6	-0.12
CES3	-0.12
ERN2	-0.12
EREG	-0.12
SHISA9	-0.12
CYHR1	-0.12
BRCC3	-0.12
MAP7D1	-0.12
FGF23	-0.12
HSF4	-0.12
ADSL	-0.12
RNASEH1	-0.12
CYC1	-0.12
KDM8	-0.12
MFSD11	-0.12
PRKD1	-0.12
MND1	-0.12
ZSCAN32	-0.12
CLDN23	-0.12
WDR20	-0.12
PGM2L1	-0.12
C12orf71	-0.12
AMER2	-0.12
MLLT3	-0.12
NFKBIL1	-0.12
SEPTIN2	-0.12
SPINT1	-0.12
FPGS	-0.12
SLC25A19	-0.12
NPY	-0.12
AUNIP	-0.12
EML5	-0.12
SH3BP1	-0.12
TMEM109	-0.12
RGP1	-0.12
HEMGN	-0.12
RHBDF1	-0.12
FAM86B1	-0.12
NAA30	-0.12
DNAH3	-0.12
GORASP2	-0.12
SEMA4A	-0.12
GRM3	-0.12
BACH2	-0.12
CCND3	-0.12
TFPI	-0.12
SPOCK1	-0.12
SETD9	-0.12
TRIM6	-0.12
AC079741.2	-0.12
KRTCAP2	-0.12
KIF19	-0.12
ARPC4	-0.12
GRN	-0.12
PEAR1	-0.12
ERF	-0.12
FGFBP3	-0.12
ABCE1	-0.12
RALGDS	-0.12
CRYGD	-0.12
LAMA4	-0.12
HPSE2	-0.12
NMUR1	-0.12
LSP1	-0.12
TRMT44	-0.12
MKRN1	-0.12
CADM3	-0.12
DCAF5	-0.12
ZNF737	-0.12
COPE	-0.12
IL2RB	-0.12
ZDHHC1	-0.12
C22orf23	-0.12
PCDHGA7	-0.12
EPAS1	-0.12
HSPB9	-0.12
TRERF1	-0.12
PGPEP1L	-0.12
TMEM67	-0.12
SORBS1	-0.12
C1QA	-0.12
PTMA	-0.12
SNCA	-0.12
FAM133A	-0.12
SMTNL1	-0.12
CHRNB1	-0.12
AOX1	-0.12
SRBD1	-0.12
SEPTIN8	-0.12
ZNF160	-0.12
NXPE4	-0.11
NEFH	-0.11
STAMBPL1	-0.11
CEP170B	-0.11
MAP3K11	-0.11
TPPP2	-0.11
TRIM21	-0.11
CTTNBP2NL	-0.11
SCG3	-0.11
CHML	-0.11
KCNJ13	-0.11
SH3BGR	-0.11
RLF	-0.11
SLC9A5	-0.11
POLR2J3	-0.11
GPR50	-0.11
BEND6	-0.11
PDZK1	-0.11
ATMIN	-0.11
IRAK2	-0.11
ENOX2	-0.11
FAM171B	-0.11
C11orf80	-0.11
HS1BP3	-0.11
ZHX3	-0.11
HSD17B1	-0.11
COG4	-0.11
ELFN2	-0.11
MAS1	-0.11
RPEL1	-0.11
WIF1	-0.11
CLTC	-0.11
KLHL20	-0.11
ZMYM5	-0.11
ZDBF2	-0.11
ITGB8	-0.11
SYVN1	-0.11
ZNF260	-0.11
LMBR1L	-0.11
TBC1D9	-0.11
PCDHA3	-0.11
PSME2	-0.11
ZDHHC11B	-0.11
ALOX12B	-0.11
IP6K3	-0.11
DOCK6	-0.11
OR2AG2	-0.11
TBCCD1	-0.11
MAP2K4	-0.11
GLIPR1L1	-0.11
ZNF234	-0.11
RBP4	-0.11
FANCC	-0.11
ABCB7	-0.11
ALOX5	-0.11
CADM4	-0.11
ZNF470	-0.11
CNNM3	-0.11
ZNF525	-0.11
POLE2	-0.11
ZDHHC17	-0.11
TNFRSF4	-0.11
FAM20A	-0.11
ARHGAP42	-0.11
N6AMT1	-0.11
AP2S1	-0.11
EIF1AY	-0.11
ZNF350	-0.11
ZCCHC3	-0.11
DHX37	-0.11
CDK19	-0.11
HSH2D	-0.11
DBR1	-0.11
SPOCD1	-0.11
CAMK1G	-0.11
PPP1CB	-0.11
ZNF414	-0.11
AMOTL2	-0.11
SAYSD1	-0.11
RGS8	-0.11
OR52B6	-0.11
UCHL3	-0.11
CASP6	-0.11
TNFRSF12A	-0.11
SPA17	-0.11
NDUFS6	-0.11
KRIT1	-0.11
TSC1	-0.11
NBPF9	-0.11
CTDSPL	-0.11
CHTOP	-0.11
TCEAL3	-0.11
GCNT7	-0.11
PWWP2A	-0.11
IL6ST	-0.11
NPAS2	-0.11
OR10G9	-0.11
HNF1B	-0.11
PCDHA5	-0.11
RENBP	-0.11
EFNA2	-0.11
ITK	-0.11
GATAD2A	-0.11
MRO	-0.11
ACOX2	-0.11
CLIP2	-0.11
NAP1L2	-0.11
STARD13	-0.11
TUFT1	-0.11
GPR3	-0.11
SLC44A2	-0.11
ECHDC1	-0.11
NUP35	-0.11
FBXW5	-0.11
SERPINB2	-0.11
AREG	-0.11
SRRM5	-0.11
ENPP1	-0.11
CCDC34	-0.11
MYT1L	-0.11
ALKBH4	-0.11
MED30	-0.11
SHMT1	-0.11
PELI1	-0.11
VAMP1	-0.11
AVPR1A	-0.11
NTF3	-0.11
ACTR5	-0.11
OOSP1	-0.11
RCBTB2	-0.11
CGREF1	-0.11
TRIP6	-0.11
CLDND2	-0.11
FRMPD4	-0.11
KERA	-0.11
TREH	-0.11
POLR2I	-0.11
IGDCC3	-0.11
HNF1A	-0.11
NEFL	-0.11
SSUH2	-0.11
LENG1	-0.11
C1QTNF1	-0.11
MPV17	-0.11
RNF138	-0.11
ACADM	-0.11
SATL1	-0.11
PMPCB	-0.11
SPDYE5	-0.10
FAH	-0.10
UBE2F	-0.10
TTLL13P	-0.10
NACA	-0.10
ZNF85	-0.10
NPNT	-0.10
GON4L	-0.10
ZNF446	-0.10
CD300E	-0.10
OR2B6	-0.10
TBX18	-0.10
AK1	-0.10
PRKX	-0.10
OR2C1	-0.10
SRA1	-0.10
POC5	-0.10
SRSF7	-0.10
MALSU1	-0.10
CEP85L	-0.10
UTP14A	-0.10
NAA40	-0.10
DLX3	-0.10
SIRT5	-0.10
MRPL55	-0.10
MCC	-0.10
FAM149B1	-0.10
PIAS1	-0.10
GGT5	-0.10
NUDT22	-0.10
RNF215	-0.10
MTMR12	-0.10
APTX	-0.10
CCDC141	-0.10
FIP1L1	-0.10
EVI5L	-0.10
CHKB	-0.10
GGCT	-0.10
COL12A1	-0.10
ZNF625	-0.10
WFS1	-0.10
SPTLC1	-0.10
MED20	-0.10
KCNJ12	-0.10
TREML4	-0.10
SAXO2	-0.10
FAM220A	-0.10
ELP3	-0.10
UPP2	-0.10
EAF2	-0.10
MMP21	-0.10
KCNQ3	-0.10
RRN3	-0.10
CA5B	-0.10
TNIP2	-0.10
C1D	-0.10
GPR27	-0.10
TOR1AIP1	-0.10
ALOX15B	-0.10
RPL22L1	-0.10
SEL1L2	-0.10
DHRS13	-0.10
TAC4	-0.10
YAF2	-0.10
STAG3	-0.10
MORN4	-0.10
CTPS2	-0.10
CHST7	-0.10
MRPL35	-0.10
MUC3A	-0.10
RFC2	-0.10
TOX2	-0.10
GABRQ	-0.10
ANKRD12	-0.10
FGG	-0.10
DAGLB	-0.10
POLR1E	-0.10
FURIN	-0.10
PON3	-0.10
CPNE3	-0.10
ZNF180	-0.10
GANC	-0.10
CREB3L2	-0.10
NCBP2	-0.10
MYCBP	-0.10
SNAPC2	-0.10
NASP	-0.10
THNSL1	-0.10
CSTF3	-0.10
ACAP3	-0.10
CDHR2	-0.10
MRPL45	-0.10
SASH1	-0.10
MARCHF4	-0.10
RAPH1	-0.10
UNC5D	-0.10
G6PC3	-0.10
PLCB3	-0.10
PDGFRB	-0.10
LAX1	-0.10
STRIP1	-0.10
AGAP4	-0.10
ZFP41	-0.10
RAB25	-0.10
MAFK	-0.10
CFHR1	-0.10
IL20RB	-0.10
ANKRD9	-0.10
FOXN2	-0.10
ZNF135	-0.10
ADCY3	-0.10
UPF3B	-0.10
RHOH	-0.10
NSMAF	-0.10
NFIX	-0.10
RBM18	-0.10
PROK2	-0.10
TMEM255A	-0.10
TBC1D8B	-0.10
RABEPK	-0.10
ARL6IP6	-0.10
MARK1	-0.10
ZNHIT2	-0.10
DGCR6	-0.10
RAB20	-0.10
PITPNC1	-0.10
QRICH2	-0.10
PSEN1	-0.10
HHEX	-0.10
TICAM1	-0.10
HSD17B10	-0.10
EDEM2	-0.10
DRP2	-0.10
BRD7	-0.10
SH2B2	-0.09
SUGP1	-0.09
C12orf42	-0.09
FOXO4	-0.09
IGF2	-0.09
NES	-0.09
RFXAP	-0.09
TOMM20L	-0.09
IER5	-0.09
ACACB	-0.09
CDC42EP2	-0.09
TMEM8B	-0.09
TMEM51	-0.09
OCIAD1	-0.09
U2AF1	-0.09
ZBTB40	-0.09
GEN1	-0.09
HIPK3	-0.09
PDRG1	-0.09
SLC8A2	-0.09
SRSF10	-0.09
AANAT	-0.09
CLASP1	-0.09
PHRF1	-0.09
TRO	-0.09
FECH	-0.09
STMN3	-0.09
FUT9	-0.09
CIART	-0.09
RALA	-0.09
TFG	-0.09
MSH2	-0.09
GBF1	-0.09
SMIM3	-0.09
PRPF39	-0.09
PRR4	-0.09
JOSD1	-0.09
CATIP	-0.09
DHX58	-0.09
TSPAN1	-0.09
RNASE4	-0.09
ARMC8	-0.09
CA14	-0.09
GCM1	-0.09
TMEM213	-0.09
FANCB	-0.09
LAMB1	-0.09
OR10A2	-0.09
HSD3B7	-0.09
AL121594.1	-0.09
GTF2A1L	-0.09
SRPK3	-0.09
TSPEAR	-0.09
MRPL34	-0.09
MAP1LC3A	-0.09
LRRC8B	-0.09
AIP	-0.09
PTPRC	-0.09
HEXB	-0.09
IFT20	-0.09
PLAC8L1	-0.09
SHH	-0.09
ANAPC10	-0.09
CLEC4F	-0.09
FOXO6	-0.09
NT5C1B	-0.09
PAGE2B	-0.09
PNOC	-0.09
SYT12	-0.09
HPD	-0.09
CDC42BPA	-0.09
ATG101	-0.09
CAPG	-0.09
GLTP	-0.09
TMEM88	-0.09
APLN	-0.09
CMYA5	-0.09
SP5	-0.09
VENTX	-0.09
GLRB	-0.09
ZNF239	-0.09
PDCL2	-0.09
ACKR4	-0.09
KCNC1	-0.09
MBD2	-0.09
RPP38	-0.09
FOXM1	-0.09
RHBDF2	-0.09
LRRC3	-0.09
GLYATL2	-0.09
ZNF469	-0.09
CENPC	-0.09
PAN2	-0.09
PGR	-0.09
DMXL1	-0.09
HEATR5B	-0.09
BRCA1	-0.09
TIPRL	-0.09
PAFAH1B2	-0.09
SEC14L3	-0.09
ACSBG2	-0.09
RBFA	-0.09
STRC	-0.09
TTR	-0.09
PEX5	-0.09
CHIC1	-0.09
TMCO2	-0.09
HNRNPR	-0.09
ARL2BP	-0.09
PCDHGA2	-0.09
FSD2	-0.09
ALDH4A1	-0.09
ANKRD2	-0.09
FTCD	-0.09
PWP2	-0.09
TAPT1	-0.09
DDIT3	-0.09
CMAS	-0.09
TRAF3IP2	-0.09
PIGV	-0.09
LRRC43	-0.09
AC003006.1	-0.09
ACTL7B	-0.09
ANXA8	-0.09
BCL2L10	-0.09
C22orf42	-0.09
CAPZA3	-0.09
CFAP52	-0.09
DCD	-0.09
DRD1	-0.09
DUSP9	-0.09
DYDC1	-0.09
EN2	-0.09
FCGR1A	-0.09
FGF8	-0.09
FGFBP2	-0.09
FOXN4	-0.09
GAPDHS	-0.09
GCG	-0.09
GDF2	-0.09
GOLGA6L22	-0.09
GPT	-0.09
HAPLN2	-0.09
HCN2	-0.09
IGLL1	-0.09
IL31	-0.09
KLHL34	-0.09
KLK9	-0.09
